DetID,MIPMPV_ADC,MIPWIDTH_ADC,MIP_SLOPE
0x18880d05,709.5146575410134,335.88416292498744,0.006762433971178082
0x18880d06,696.4021659613323,338.25167234856485,0.0068605948707941185
0x18880d07,680.9791437525047,319.7177940587658,0.007055013636362894
0x18880d08,559.0482319702322,305.19765377415456,0.008349886345434286
0x18880d09,611.280558442865,301.99532464755526,0.007792758460215408
0x18880d0a,585.9519975815732,303.342616023857,0.008057772297224994
0x18880d0b,658.4686706763656,305.316597415704,0.0073101673954330156
0x18880e00,619.287007238401,317.4836969363606,0.007638848333597077
0x18880e01,569.6625580685193,287.2155889468436,0.008330939943623673
0x18880e02,487.3984428993932,283.4742980698471,0.009429634104364705
0x18880e03,533.8706687556488,314.14491365520126,0.008582091544065551
0x18880e04,477.6485081289979,267.6633915073553,0.009712952229636357
0x18880e05,597.5783939139295,307.7699827416742,0.00790914876994639
0x18880e06,676.7983006171751,301.0829125760424,0.007154194473394609
0x18880e07,653.1288548165913,299.0559192711619,0.007383670681835125
0x18880e08,499.0750028806016,241.71843194044038,0.009577817271430481
0x18880e09,383.94101642675406,204.91014336695298,0.012219448944822766
0x18880e0a,576.201216761505,275.80845956924696,0.00831212051946479
0x18880e0b,471.24463335142485,225.7364592130308,0.010162173580523917
0x18880f00,543.7204279559847,338.4693206698667,0.008291781848826622
0x18880f01,618.3319619919835,291.6168580901007,0.007764305852132898
0x18880f02,747.4680775012989,398.5677474252997,0.006277803102238418
0x18880f03,609.275757497852,342.7287484952451,0.007607512565759886
0x18880f04,633.1005081484205,376.59342851516595,0.007215585881838591
0x18880f05,691.9900153252928,382.36654090006175,0.006726901262548002
0x18880f06,749.1846037912102,390.76804954004353,0.0062925518052284225
0x18880f07,732.4359544864375,375.5013679717176,0.006458739446741814
0x18880f08,678.0445376864839,402.72477869126396,0.006740083422763302
0x18880f09,666.4996145941858,408.74765098705865,0.006794590284561101
0x18880f0a,557.2337817353563,373.4435078921754,0.007897968217317905
0x18880f0b,581.9830417394726,284.3641503432032,0.008200989111735172
0x18881000,472.6241069534102,243.14773489722552,0.010002379899714166
0x18881001,648.7892634007048,267.5751029857619,0.007530908906983712
0x18881002,609.8032385567922,276.20581056536236,0.007920565521372441
0x18881003,532.9362201571665,251.1215432908112,0.009009680399834647
0x18881004,540.5109654612589,321.31627277690535,0.008453076372359564
0x18881005,632.4066912592889,244.9442789915862,0.007772403046546623
0x18881006,618.2618113174414,258.28366075036183,0.007891785296255149
0x18881007,593.6793815175107,263.41771924814134,0.008158666929606418
0x18881008,574.9978721238804,257.0236638920964,0.008415373743312445
0x18881009,544.7780899562155,251.14216858938875,0.008843390700058993
0x1888100a,701.2753310297676,423.4334850388016,0.006486832514509567
0x1888100b,638.8046033493487,426.56253981107176,0.006898175474817198
0x18881100,521.0240170722435,249.27631304471208,0.009193117029014724
0x18881101,487.1597441364325,225.60237258177642,0.0098826345940567
0x18881102,592.0747784043231,274.3410653889572,0.008130761097445732
0x18881103,567.4797711103057,236.9960098583021,0.008598289458824116
0x18881104,650.4882246256587,270.72457503756164,0.007503911486683868
0x18881105,536.375735095169,325.4808741750199,0.008469022739743183
0x18881106,648.7659671235928,263.2172459946935,0.007543903652163512
0x18881107,589.0309859161164,314.08673110811225,0.007966393936124755
0x18881108,669.5835904896835,282.2138459886603,0.007279676938441385
0x18881109,671.9130934718805,303.74617999405064,0.00719037765974572
0x1888110a,599.3185201755962,239.3826093870618,0.008178800785452077
0x1888110b,613.8014321392283,285.7402525945094,0.007837411364812344
0x18881200,607.7444583014792,268.6343470489077,0.00797385630414219
0x18881201,605.1553968471783,280.117550363033,0.007956225177483496
0x18881202,650.3486363912726,259.2208529176937,0.007538542777899855
0x18881203,619.6671414216055,258.8490481304471,0.007873960502264226
0x18881204,571.065730857583,326.8905002801859,0.008081295773040328
0x18881205,560.0568231584494,349.2296280956494,0.008045774476434075
0x18881206,613.509309035943,309.1658238421888,0.007736275289281834
0x18881207,628.9527870286333,267.3201964137068,0.0077424814189986455
0x18881208,455.50819985015966,227.6277897513712,0.010436004624735064
0x18881209,504.2329486561222,226.49770984934975,0.0095899827603653
0x1888120a,555.1124319213537,215.34945951771022,0.008853431521712316
0x1888120b,544.3352430724439,234.6945542052119,0.008930795792976662
0x18881300,481.29671271977196,241.84967979216822,0.00986670291425864
0x18881301,547.1417989346455,229.91752628743967,0.008911771046210208
0x18881302,590.2173028558911,251.76110685100042,0.008247134993429227
0x18881303,530.1422121737004,252.99774284634532,0.009038742162150412
0x18881304,523.2448935731408,238.64494200814005,0.009221743046609892
0x18881305,560.5651746736299,339.21975268371426,0.008110008677621416
0x18881306,541.8071881856447,244.95190357110346,0.008916915809072092
0x18881307,536.7028373779857,238.45476826022298,0.009023192342549653
0x18881308,610.2708535077055,286.1193526894651,0.00787415151453873
0x18881309,589.6340462239955,296.7759359731037,0.008051354118456512
0x1888130a,532.5568498224833,238.13780104723622,0.009085577868657392
0x1888130b,667.7711032550767,435.9225153587747,0.006650058632691354
